Degree,Specialization,CGPA,JobRole,Programming,Internship,Projects,Certification,ProblemSolving
MCA,Business Analytics,7.66,Business Analyst,C++,Yes,2,Yes,Medium
BBA,CSE,8.45,DevOps Engineer,Python,Yes,2,Yes,Medium
BCA,Data Science,6.41,Business Analyst,Python,No,0,Yes,Low
MCA,CSE,7.63,DevOps Engineer,Python,Yes,2,No,Medium
B.Sc,Electronics,8.67,Support Engineer,Python,Yes,3,Yes,High
B.Tech,Electronics,7.12,Support Engineer,Java,No,2,No,Medium
M.Tech,Software Engineering,8.59,Software Developer,Java,Yes,5,Yes,High
B.Sc,Information Security,6.28,Support Engineer,Python,No,1,No,Low
BCA,Electronics,8.0,Support Engineer,Python,Yes,2,No,Medium
MCA,CSE,9.53,Software Developer,Python,Yes,5,No,High
M.Sc,Cyber Security,8.24,Cyber Security Analyst,Python,Yes,3,Yes,Medium
M.Sc,Electronics,9.37,Cloud Engineer,Python,Yes,5,Yes,High
B.Sc,AI,6.4,Data Scientist,Python,No,0,Yes,Low
BCA,Software Engineering,7.37,DevOps Engineer,Java,No,2,Yes,Medium
M.Sc,Finance,9.29,Business Analyst,Java,Yes,5,No,High
B.Sc,Business Analytics,7.69,Business Analyst,Python,Yes,2,No,Medium
BBA,Data Science,7.77,Business Analyst,Python,Yes,2,Yes,Medium
B.Tech,IT,7.52,Support Engineer,C++,Yes,2,Yes,Medium
MBA,Information Security,9.46,Cyber Security Analyst,Python,Yes,5,Yes,High
BBA,AI,9.31,AI Engineer,Python,Yes,5,Yes,High
BCA,Machine Learning,8.81,AI Engineer,Python,Yes,3,Yes,High
BCA,IT,6.18,Support Engineer,C++,No,0,No,Low
M.Tech,Electronics,9.1,Cloud Engineer,Java,Yes,3,Yes,High
B.Sc,Electronics,6.15,Support Engineer,Python,No,0,No,Low
BBA,Information Security,8.97,Cyber Security Analyst,Python,Yes,3,No,High
MCA,Electronics,6.1,Support Engineer,Java,No,1,No,Low
MBA,Finance,7.42,Business Analyst,C++,No,2,No,Medium
B.Tech,IT,6.55,Support Engineer,Python,No,0,Yes,Low
M.Tech,Electronics,7.8,Support Engineer,C++,Yes,2,Yes,Medium
M.Sc,Electronics,9.73,Cloud Engineer,Java,Yes,3,No,High
BBA,Data Science,7.94,Business Analyst,Python,Yes,3,Yes,Medium
BCA,Cyber Security,7.96,Cyber Security Analyst,Python,Yes,3,Yes,Medium
MCA,Software Engineering,9.55,Software Developer,Java,Yes,5,Yes,High
MBA,Information Security,7.08,Cyber Security Analyst,Python,No,3,Yes,Medium
M.Sc,Electronics,9.44,Cloud Engineer,Python,Yes,5,Yes,High
MBA,CSE,8.64,Software Developer,Java,Yes,4,No,High
MBA,Electronics,9.09,Cloud Engineer,Python,Yes,5,No,High
BCA,Electronics,8.87,Support Engineer,Python,Yes,4,Yes,High
MBA,Business Analytics,8.34,Business Analyst,Java,Yes,3,Yes,Medium
MCA,Data Science,6.88,Business Analyst,Python,No,1,Yes,Low
B.Tech,AI,6.09,Data Scientist,Python,No,1,Yes,Low
B.Sc,CSE,8.32,DevOps Engineer,Python,Yes,2,Yes,Medium
B.Tech,AI,8.65,AI Engineer,Python,Yes,3,Yes,High
MBA,Electronics,9.34,Cloud Engineer,C++,Yes,3,Yes,High
M.Tech,Cyber Security,6.07,Support Engineer,Python,No,1,Yes,Low
B.Tech,AI,6.9,Data Scientist,Python,No,0,Yes,Low
BCA,Electronics,7.21,Support Engineer,C++,No,3,No,Medium
M.Tech,AI,9.46,AI Engineer,Python,Yes,5,Yes,High
B.Sc,Cyber Security,8.37,Cyber Security Analyst,Python,Yes,2,Yes,Medium
BBA,CSE,9.9,Software Developer,Java,Yes,3,No,High
B.Sc,Finance,9.86,Business Analyst,C++,Yes,4,Yes,High
B.Sc,Machine Learning,8.26,AI Engineer,Python,Yes,2,Yes,Medium
BCA,IT,7.92,Support Engineer,Java,Yes,2,Yes,Medium
MCA,Cyber Security,8.41,Cyber Security Analyst,Python,Yes,2,Yes,Medium
M.Tech,Cyber Security,9.13,Cyber Security Analyst,Python,Yes,5,Yes,High
BCA,Finance,8.1,Business Analyst,C++,Yes,2,Yes,Medium
M.Sc,Information Security,6.27,Support Engineer,Python,No,0,No,Low
BCA,Business Analytics,7.96,Business Analyst,Java,Yes,2,Yes,Medium
B.Tech,AI,8.12,AI Engineer,Python,Yes,2,Yes,Medium
M.Tech,CSE,9.49,Software Developer,C++,Yes,4,Yes,High
B.Sc,Business Analytics,6.11,Business Analyst,C++,No,1,No,Low
MCA,Business Analytics,6.42,Business Analyst,Java,No,0,No,Low
MBA,Data Science,9.17,Data Scientist,Python,Yes,4,Yes,High
M.Sc,IT,6.68,Support Engineer,Python,No,0,No,Low
BCA,IT,8.45,Cloud Engineer,Python,Yes,2,No,Medium
B.Sc,Business Analytics,7.19,Business Analyst,C++,No,3,Yes,Medium
M.Tech,Machine Learning,7.83,Data Scientist,Python,Yes,3,Yes,Medium
B.Tech,Data Science,6.37,Business Analyst,Python,No,1,Yes,Low
M.Sc,Information Security,9.72,Cyber Security Analyst,Python,Yes,4,No,High
BBA,CSE,8.92,Software Developer,Java,Yes,5,No,High
BBA,CSE,8.0,DevOps Engineer,Python,Yes,3,No,Medium
MBA,IT,8.21,Cloud Engineer,Java,Yes,2,Yes,Medium
B.Tech,Business Analytics,6.65,Business Analyst,C++,No,0,Yes,Low
MBA,Finance,6.23,Business Analyst,C++,No,0,No,Low
M.Sc,Software Engineering,9.48,Software Developer,Java,Yes,5,No,High
B.Tech,Electronics,9.98,Cloud Engineer,C++,Yes,4,Yes,High
B.Tech,Machine Learning,9.94,AI Engineer,Python,Yes,5,Yes,High
BCA,Information Security,9.71,Cyber Security Analyst,Python,Yes,4,Yes,High
MCA,Machine Learning,6.27,Data Scientist,Python,No,0,Yes,Low
M.Tech,Software Engineering,9.97,Software Developer,Java,Yes,3,No,High
M.Sc,CSE,7.0,DevOps Engineer,Python,No,2,No,Medium
M.Sc,Finance,9.43,Business Analyst,Python,Yes,4,Yes,High
MBA,Finance,8.0,Business Analyst,Java,Yes,3,No,Medium
B.Sc,Finance,7.19,Business Analyst,Java,No,2,Yes,Medium
M.Sc,Software Engineering,6.37,DevOps Engineer,Java,No,1,No,Low
B.Tech,IT,9.16,Cloud Engineer,C++,Yes,5,Yes,High
BCA,Software Engineering,9.84,Software Developer,Java,Yes,5,No,High
BBA,Electronics,8.98,Support Engineer,Java,Yes,3,Yes,High
BCA,CSE,7.81,DevOps Engineer,Python,Yes,2,Yes,Medium
B.Sc,AI,9.99,AI Engineer,Python,Yes,3,Yes,High
BBA,AI,9.75,AI Engineer,Python,Yes,3,Yes,High
B.Tech,Information Security,9.74,Cyber Security Analyst,Python,Yes,4,Yes,High
BCA,Finance,8.75,Business Analyst,Python,Yes,5,No,High
BBA,AI,6.31,Data Scientist,Python,No,1,Yes,Low
B.Tech,Data Science,6.1,Business Analyst,Python,No,0,Yes,Low
M.Sc,Electronics,8.65,Support Engineer,C++,Yes,5,No,High
M.Tech,Software Engineering,7.3,DevOps Engineer,Java,No,2,No,Medium
M.Tech,AI,6.21,Data Scientist,Python,No,0,Yes,Low
B.Tech,CSE,9.46,Software Developer,Python,Yes,5,No,High
MCA,Business Analytics,8.16,Business Analyst,Python,Yes,2,No,Medium
M.Tech,Information Security,8.77,Cyber Security Analyst,Python,Yes,4,Yes,High
BBA,Cyber Security,9.49,Cyber Security Analyst,Python,Yes,4,Yes,High
M.Tech,Finance,6.89,Business Analyst,Java,No,0,No,Low
M.Tech,CSE,9.77,Software Developer,C++,Yes,5,No,High
B.Sc,Finance,6.69,Business Analyst,C++,No,1,Yes,Low
B.Tech,Machine Learning,9.03,AI Engineer,Python,Yes,4,Yes,High
MCA,Finance,9.71,Business Analyst,Java,Yes,5,No,High
MBA,Business Analytics,7.76,Business Analyst,C++,Yes,2,Yes,Medium
MBA,Software Engineering,6.66,DevOps Engineer,Java,No,1,No,Low
MCA,Finance,9.28,Business Analyst,Python,Yes,3,No,High
B.Tech,Machine Learning,9.83,AI Engineer,Python,Yes,5,Yes,High
BCA,Software Engineering,6.77,DevOps Engineer,Java,No,0,Yes,Low
B.Sc,AI,6.23,Data Scientist,Python,No,0,Yes,Low
M.Tech,Software Engineering,7.95,Software Developer,Java,Yes,3,Yes,Medium
MBA,Information Security,9.82,Cyber Security Analyst,Python,Yes,5,Yes,High
M.Tech,Information Security,9.2,Cyber Security Analyst,Python,Yes,3,No,High
BCA,Finance,8.17,Business Analyst,Python,Yes,2,No,Medium
B.Tech,Electronics,6.3,Support Engineer,Python,No,0,Yes,Low
B.Sc,AI,8.76,AI Engineer,Python,Yes,4,Yes,High
MBA,Business Analytics,7.02,Business Analyst,Java,No,2,Yes,Medium
B.Sc,Cyber Security,8.08,Cyber Security Analyst,Python,Yes,3,Yes,Medium
B.Sc,IT,8.16,Cloud Engineer,Python,Yes,2,Yes,Medium
M.Tech,Data Science,6.72,Business Analyst,Python,No,1,Yes,Low
B.Sc,Business Analytics,8.71,Business Analyst,C++,Yes,3,Yes,High
B.Tech,Electronics,7.38,Support Engineer,Java,No,2,No,Medium
B.Tech,Finance,6.12,Business Analyst,Java,No,0,Yes,Low
MBA,Business Analytics,9.99,Business Analyst,Java,Yes,3,Yes,High
M.Sc,CSE,7.33,DevOps Engineer,C++,No,2,No,Medium
B.Sc,Data Science,7.7,Business Analyst,Python,Yes,3,Yes,Medium
M.Tech,Finance,7.63,Business Analyst,Python,Yes,3,No,Medium
BCA,Machine Learning,6.84,Data Scientist,Python,No,1,Yes,Low
B.Sc,Information Security,9.17,Cyber Security Analyst,Python,Yes,4,No,High
M.Sc,Information Security,8.67,Cyber Security Analyst,Python,Yes,3,No,High
M.Tech,Business Analytics,7.61,Business Analyst,Python,Yes,3,No,Medium
MBA,IT,7.97,Support Engineer,C++,Yes,3,No,Medium
B.Tech,Cyber Security,8.73,Cyber Security Analyst,Python,Yes,4,Yes,High
BCA,Finance,9.59,Business Analyst,Java,Yes,4,No,High
B.Sc,Business Analytics,6.72,Business Analyst,C++,No,1,No,Low
B.Sc,AI,7.09,Data Scientist,Python,No,2,Yes,Medium
BBA,Cyber Security,9.89,Cyber Security Analyst,Python,Yes,4,Yes,High
B.Tech,Machine Learning,9.92,AI Engineer,Python,Yes,5,Yes,High
BBA,Information Security,6.99,Support Engineer,Python,No,1,No,Low
B.Sc,Electronics,6.13,Support Engineer,C++,No,1,No,Low
MBA,AI,7.53,Data Scientist,Python,Yes,2,Yes,Medium
BCA,Data Science,6.3,Business Analyst,Python,No,0,Yes,Low
M.Sc,Finance,8.71,Business Analyst,C++,Yes,4,No,High
B.Tech,Electronics,8.99,Support Engineer,Python,Yes,4,Yes,High
M.Sc,Business Analytics,8.87,Business Analyst,Java,Yes,4,Yes,High
BBA,Business Analytics,7.84,Business Analyst,C++,Yes,3,Yes,Medium
BCA,Finance,7.96,Business Analyst,Java,Yes,2,No,Medium
MBA,Machine Learning,8.94,AI Engineer,Python,Yes,5,Yes,High
MBA,Business Analytics,6.94,Business Analyst,C++,No,1,No,Low
BBA,CSE,9.07,Software Developer,C++,Yes,3,Yes,High
MBA,Business Analytics,9.68,Business Analyst,Java,Yes,5,No,High
M.Tech,Data Science,6.55,Business Analyst,Python,No,1,Yes,Low
MBA,Business Analytics,9.53,Business Analyst,Java,Yes,4,No,High
MBA,IT,9.19,Cloud Engineer,Java,Yes,5,Yes,High
M.Tech,IT,7.85,Support Engineer,Python,Yes,3,No,Medium
BCA,Data Science,8.29,Data Scientist,Python,Yes,2,Yes,Medium
MCA,Data Science,7.76,Business Analyst,Python,Yes,2,Yes,Medium
M.Tech,Electronics,8.87,Support Engineer,Python,Yes,3,Yes,High
B.Tech,Software Engineering,6.93,DevOps Engineer,Java,No,0,Yes,Low
M.Tech,Cyber Security,7.61,Cyber Security Analyst,Python,Yes,3,Yes,Medium
M.Tech,CSE,6.71,DevOps Engineer,Java,No,1,Yes,Low
B.Tech,Finance,6.83,Business Analyst,C++,No,1,Yes,Low
M.Tech,AI,8.19,AI Engineer,Python,Yes,2,Yes,Medium
BCA,Business Analytics,8.17,Business Analyst,Java,Yes,3,Yes,Medium
M.Tech,Machine Learning,8.55,AI Engineer,Python,Yes,5,Yes,High
M.Tech,Business Analytics,6.6,Business Analyst,Python,No,0,Yes,Low
MCA,Data Science,6.02,Business Analyst,Python,No,0,Yes,Low
MBA,Data Science,8.15,Data Scientist,Python,Yes,2,Yes,Medium
MBA,Machine Learning,7.23,Data Scientist,Python,No,3,Yes,Medium
MCA,CSE,7.15,DevOps Engineer,C++,No,2,No,Medium
BCA,IT,9.15,Cloud Engineer,Java,Yes,4,Yes,High
M.Tech,Information Security,8.41,Cyber Security Analyst,Python,Yes,3,No,Medium
MBA,IT,7.38,Support Engineer,Java,No,3,No,Medium
MCA,IT,6.55,Support Engineer,Python,No,1,No,Low
BCA,Machine Learning,6.7,Data Scientist,Python,No,0,Yes,Low
B.Sc,AI,7.34,Data Scientist,Python,No,2,Yes,Medium
B.Sc,IT,6.1,Support Engineer,Python,No,0,Yes,Low
MBA,Cyber Security,8.56,Cyber Security Analyst,Python,Yes,4,Yes,High
M.Sc,Finance,8.26,Business Analyst,Python,Yes,3,Yes,Medium
BBA,Finance,9.65,Business Analyst,Java,Yes,4,No,High
B.Tech,AI,8.1,AI Engineer,Python,Yes,2,Yes,Medium
M.Sc,IT,6.75,Support Engineer,Java,No,1,Yes,Low
M.Sc,Data Science,8.44,Data Scientist,Python,Yes,3,Yes,Medium
BBA,Machine Learning,9.21,AI Engineer,Python,Yes,4,Yes,High
BBA,Finance,6.85,Business Analyst,Python,No,0,Yes,Low
B.Sc,Data Science,9.41,Data Scientist,Python,Yes,3,Yes,High
B.Tech,Data Science,6.35,Business Analyst,Python,No,1,Yes,Low
BCA,Finance,8.2,Business Analyst,Java,Yes,3,No,Medium
B.Tech,Information Security,7.73,Cyber Security Analyst,Python,Yes,3,Yes,Medium
MBA,CSE,9.43,Software Developer,Python,Yes,4,Yes,High
MCA,IT,8.13,Cloud Engineer,Python,Yes,2,No,Medium
MBA,Software Engineering,9.91,Software Developer,Java,Yes,4,Yes,High
M.Sc,Machine Learning,6.69,Data Scientist,Python,No,0,Yes,Low
MCA,Cyber Security,6.91,Support Engineer,Python,No,1,Yes,Low
BCA,Data Science,9.3,Data Scientist,Python,Yes,3,Yes,High
B.Tech,CSE,9.27,Software Developer,Java,Yes,5,Yes,High
B.Tech,Cyber Security,9.97,Cyber Security Analyst,Python,Yes,5,Yes,High
MCA,Finance,9.67,Business Analyst,Python,Yes,3,Yes,High
BBA,Information Security,9.25,Cyber Security Analyst,Python,Yes,5,Yes,High
MCA,Software Engineering,8.0,Software Developer,Java,Yes,3,No,Medium
BCA,Cyber Security,7.96,Cyber Security Analyst,Python,Yes,2,Yes,Medium
M.Tech,IT,6.57,Support Engineer,Java,No,1,No,Low
BBA,CSE,8.44,DevOps Engineer,Python,Yes,2,Yes,Medium
M.Tech,Data Science,8.47,Data Scientist,Python,Yes,2,Yes,Medium
M.Tech,Business Analytics,7.67,Business Analyst,C++,Yes,2,No,Medium
BBA,Information Security,6.37,Support Engineer,Python,No,1,No,Low
B.Sc,AI,8.47,AI Engineer,Python,Yes,2,Yes,Medium
MBA,CSE,7.81,DevOps Engineer,C++,Yes,2,No,Medium
B.Tech,Cyber Security,7.63,Cyber Security Analyst,Python,Yes,2,Yes,Medium
MBA,Data Science,6.21,Business Analyst,Python,No,1,Yes,Low
M.Tech,AI,6.04,Data Scientist,Python,No,0,Yes,Low
M.Tech,Finance,7.91,Business Analyst,Java,Yes,3,Yes,Medium
BCA,Information Security,6.86,Support Engineer,Python,No,1,No,Low
MBA,Finance,7.68,Business Analyst,Java,Yes,3,No,Medium
M.Tech,Finance,6.04,Business Analyst,Java,No,1,No,Low
MCA,Business Analytics,8.93,Business Analyst,C++,Yes,4,Yes,High
B.Sc,Finance,8.39,Business Analyst,C++,Yes,3,Yes,Medium
B.Tech,Machine Learning,9.67,AI Engineer,Python,Yes,4,Yes,High
MCA,CSE,9.09,Software Developer,C++,Yes,4,Yes,High
B.Tech,Information Security,9.61,Cyber Security Analyst,Python,Yes,5,Yes,High
BBA,Data Science,7.03,Business Analyst,Python,No,2,Yes,Medium
B.Sc,IT,7.58,Support Engineer,C++,Yes,2,No,Medium
M.Sc,Cyber Security,7.57,Cyber Security Analyst,Python,Yes,3,Yes,Medium
B.Tech,IT,7.98,Support Engineer,Java,Yes,2,Yes,Medium
M.Tech,CSE,6.18,DevOps Engineer,Python,No,0,No,Low
B.Sc,Information Security,6.95,Support Engineer,Python,No,1,Yes,Low
BBA,IT,8.52,Cloud Engineer,Java,Yes,5,Yes,High
MCA,Information Security,6.35,Support Engineer,Python,No,1,No,Low
M.Sc,Business Analytics,7.36,Business Analyst,Java,No,3,No,Medium
B.Tech,Machine Learning,8.92,AI Engineer,Python,Yes,3,Yes,High
MCA,CSE,6.36,DevOps Engineer,C++,No,0,Yes,Low
BBA,Machine Learning,8.63,AI Engineer,Python,Yes,5,Yes,High
BCA,Machine Learning,6.62,Data Scientist,Python,No,1,Yes,Low
BBA,Finance,6.33,Business Analyst,Java,No,1,Yes,Low
B.Sc,Cyber Security,7.24,Cyber Security Analyst,Python,No,3,Yes,Medium
MBA,Machine Learning,9.61,AI Engineer,Python,Yes,4,Yes,High
MBA,CSE,7.33,DevOps Engineer,Java,No,2,No,Medium
B.Tech,Data Science,9.41,Data Scientist,Python,Yes,5,Yes,High
M.Sc,Cyber Security,7.13,Cyber Security Analyst,Python,No,3,Yes,Medium
MCA,IT,6.33,Support Engineer,Java,No,1,No,Low
MCA,Machine Learning,6.72,Data Scientist,Python,No,1,Yes,Low
M.Sc,Software Engineering,6.07,DevOps Engineer,Java,No,1,No,Low
MBA,Machine Learning,6.72,Data Scientist,Python,No,0,Yes,Low
BBA,Information Security,6.94,Support Engineer,Python,No,1,No,Low
BCA,IT,8.65,Cloud Engineer,Python,Yes,3,No,High
B.Tech,Information Security,7.32,Cyber Security Analyst,Python,No,2,Yes,Medium
B.Tech,Business Analytics,9.06,Business Analyst,Java,Yes,4,No,High
BCA,Data Science,7.42,Business Analyst,Python,No,3,Yes,Medium
M.Tech,Software Engineering,9.46,Software Developer,Java,Yes,4,No,High
M.Sc,AI,7.45,Data Scientist,Python,No,2,Yes,Medium
M.Sc,Business Analytics,7.43,Business Analyst,Java,No,3,Yes,Medium
M.Sc,Information Security,9.66,Cyber Security Analyst,Python,Yes,4,Yes,High
MBA,Machine Learning,8.26,AI Engineer,Python,Yes,3,Yes,Medium
BCA,Electronics,6.45,Support Engineer,Python,No,0,No,Low
BCA,Information Security,8.0,Cyber Security Analyst,Python,Yes,2,No,Medium
BBA,IT,9.37,Cloud Engineer,Python,Yes,3,No,High
MCA,Electronics,7.37,Support Engineer,Python,No,2,No,Medium
MCA,Cyber Security,6.06,Support Engineer,Python,No,0,Yes,Low
M.Tech,Software Engineering,7.28,DevOps Engineer,Java,No,2,No,Medium
M.Tech,AI,6.2,Data Scientist,Python,No,0,Yes,Low
MBA,Electronics,10.0,Cloud Engineer,Python,Yes,4,No,High
B.Tech,Cyber Security,9.55,Cyber Security Analyst,Python,Yes,3,Yes,High
BCA,Software Engineering,7.17,DevOps Engineer,Java,No,2,Yes,Medium
B.Sc,AI,9.12,AI Engineer,Python,Yes,4,Yes,High
M.Sc,Machine Learning,9.76,AI Engineer,Python,Yes,4,Yes,High
B.Tech,Cyber Security,9.85,Cyber Security Analyst,Python,Yes,5,Yes,High
B.Tech,Finance,7.14,Business Analyst,Java,No,3,No,Medium
MBA,Finance,8.21,Business Analyst,Python,Yes,2,Yes,Medium
MCA,Machine Learning,9.07,AI Engineer,Python,Yes,4,Yes,High
B.Tech,Machine Learning,7.35,Data Scientist,Python,No,2,Yes,Medium
BBA,Data Science,6.14,Business Analyst,Python,No,0,Yes,Low
BBA,Finance,6.27,Business Analyst,Python,No,1,Yes,Low
MCA,Information Security,6.08,Support Engineer,Python,No,0,No,Low
MBA,AI,6.99,Data Scientist,Python,No,1,Yes,Low
B.Tech,CSE,8.98,Software Developer,C++,Yes,4,No,High
BBA,Cyber Security,6.19,Support Engineer,Python,No,0,Yes,Low
BBA,Software Engineering,7.03,DevOps Engineer,Java,No,2,No,Medium
MCA,AI,8.74,AI Engineer,Python,Yes,5,Yes,High
B.Sc,Information Security,9.57,Cyber Security Analyst,Python,Yes,4,Yes,High
MBA,CSE,7.28,DevOps Engineer,Python,No,2,Yes,Medium
MCA,Electronics,10.0,Cloud Engineer,Java,Yes,3,No,High
BCA,Business Analytics,8.93,Business Analyst,Python,Yes,4,Yes,High
BBA,Machine Learning,9.41,AI Engineer,Python,Yes,5,Yes,High
MCA,Finance,8.46,Business Analyst,C++,Yes,3,Yes,Medium
M.Tech,Machine Learning,7.55,Data Scientist,Python,Yes,3,Yes,Medium
M.Tech,Finance,8.91,Business Analyst,Java,Yes,5,Yes,High
BBA,Machine Learning,8.55,AI Engineer,Python,Yes,3,Yes,High
BBA,Machine Learning,7.71,Data Scientist,Python,Yes,2,Yes,Medium
M.Sc,Information Security,9.65,Cyber Security Analyst,Python,Yes,3,Yes,High
BCA,Software Engineering,9.52,Software Developer,Java,Yes,3,No,High
MCA,Software Engineering,7.31,DevOps Engineer,Java,No,3,Yes,Medium
BBA,IT,6.46,Support Engineer,Python,No,0,No,Low
M.Tech,Cyber Security,9.34,Cyber Security Analyst,Python,Yes,4,Yes,High
B.Tech,Software Engineering,8.07,Software Developer,Java,Yes,3,No,Medium
M.Sc,Cyber Security,6.46,Support Engineer,Python,No,0,Yes,Low
M.Tech,Information Security,8.61,Cyber Security Analyst,Python,Yes,5,No,High
B.Tech,Cyber Security,8.9,Cyber Security Analyst,Python,Yes,4,Yes,High
BCA,Finance,8.63,Business Analyst,C++,Yes,3,No,High
B.Tech,IT,6.07,Support Engineer,C++,No,1,No,Low
BBA,Software Engineering,6.6,DevOps Engineer,Java,No,1,No,Low
M.Tech,Data Science,8.96,Data Scientist,Python,Yes,5,Yes,High
BCA,Machine Learning,8.26,AI Engineer,Python,Yes,3,Yes,Medium
B.Tech,CSE,9.15,Software Developer,Python,Yes,4,Yes,High
MBA,Electronics,7.92,Support Engineer,C++,Yes,3,No,Medium
B.Tech,Data Science,7.55,Business Analyst,Python,Yes,2,Yes,Medium
BBA,IT,9.21,Cloud Engineer,Python,Yes,3,No,High
MBA,Software Engineering,9.83,Software Developer,Java,Yes,4,No,High
BCA,Electronics,7.86,Support Engineer,Java,Yes,2,No,Medium
BBA,Cyber Security,9.85,Cyber Security Analyst,Python,Yes,5,Yes,High
M.Tech,IT,8.13,Cloud Engineer,Java,Yes,2,No,Medium
MBA,Machine Learning,8.31,AI Engineer,Python,Yes,2,Yes,Medium
B.Tech,Business Analytics,6.08,Business Analyst,C++,No,0,No,Low
M.Tech,Information Security,6.55,Support Engineer,Python,No,1,No,Low
BBA,Cyber Security,7.41,Cyber Security Analyst,Python,No,3,Yes,Medium
MBA,Business Analytics,9.94,Business Analyst,C++,Yes,5,Yes,High
BCA,Machine Learning,8.72,AI Engineer,Python,Yes,5,Yes,High
MCA,Business Analytics,7.37,Business Analyst,Python,No,3,Yes,Medium
M.Tech,Business Analytics,7.95,Business Analyst,C++,Yes,2,No,Medium
BCA,CSE,6.57,DevOps Engineer,Python,No,1,Yes,Low
B.Tech,Software Engineering,7.29,DevOps Engineer,Java,No,2,No,Medium
MBA,Business Analytics,9.78,Business Analyst,Python,Yes,4,No,High
M.Tech,Business Analytics,8.95,Business Analyst,Python,Yes,4,Yes,High
BBA,AI,9.37,AI Engineer,Python,Yes,5,Yes,High
BBA,Machine Learning,9.96,AI Engineer,Python,Yes,3,Yes,High
MCA,Cyber Security,9.35,Cyber Security Analyst,Python,Yes,3,Yes,High
BBA,IT,9.25,Cloud Engineer,Java,Yes,5,Yes,High
M.Sc,Finance,7.04,Business Analyst,C++,No,2,No,Medium
BCA,Electronics,9.97,Cloud Engineer,C++,Yes,4,Yes,High
BCA,Finance,7.3,Business Analyst,Python,No,3,No,Medium
MCA,Data Science,9.87,Data Scientist,Python,Yes,4,Yes,High
B.Tech,CSE,7.16,DevOps Engineer,C++,No,3,No,Medium
BBA,Cyber Security,9.4,Cyber Security Analyst,Python,Yes,3,Yes,High
MCA,AI,7.71,Data Scientist,Python,Yes,2,Yes,Medium
BBA,Electronics,6.15,Support Engineer,Java,No,0,Yes,Low
BCA,Software Engineering,6.44,DevOps Engineer,Java,No,0,No,Low
B.Sc,AI,7.94,AI Engineer,Python,Yes,3,Yes,Medium
MCA,AI,7.48,Data Scientist,Python,No,2,Yes,Medium
M.Tech,Finance,7.9,Business Analyst,C++,Yes,3,No,Medium
MBA,IT,6.99,Support Engineer,C++,No,1,No,Low
M.Tech,IT,6.34,Support Engineer,Python,No,1,No,Low
MBA,Cyber Security,7.33,Cyber Security Analyst,Python,No,3,Yes,Medium
M.Tech,Electronics,7.65,Support Engineer,Java,Yes,2,Yes,Medium
B.Sc,Electronics,8.88,Support Engineer,C++,Yes,3,No,High
BBA,Information Security,8.06,Cyber Security Analyst,Python,Yes,2,Yes,Medium
BCA,Electronics,9.03,Cloud Engineer,Python,Yes,5,Yes,High
BBA,AI,7.63,Data Scientist,Python,Yes,2,Yes,Medium
BCA,Information Security,7.12,Cyber Security Analyst,Python,No,2,Yes,Medium
M.Sc,IT,6.63,Support Engineer,Python,No,1,Yes,Low
B.Sc,AI,7.97,AI Engineer,Python,Yes,2,Yes,Medium
M.Sc,Information Security,9.19,Cyber Security Analyst,Python,Yes,5,No,High
M.Tech,Business Analytics,7.43,Business Analyst,Python,No,2,Yes,Medium
M.Tech,Electronics,8.52,Support Engineer,C++,Yes,3,Yes,High
M.Sc,Business Analytics,6.29,Business Analyst,C++,No,0,No,Low
BBA,Electronics,7.2,Support Engineer,C++,No,2,No,Medium
M.Tech,Cyber Security,8.25,Cyber Security Analyst,Python,Yes,2,Yes,Medium
MCA,Machine Learning,9.23,AI Engineer,Python,Yes,5,Yes,High
B.Sc,CSE,8.9,Software Developer,Java,Yes,4,Yes,High
M.Sc,Cyber Security,8.93,Cyber Security Analyst,Python,Yes,5,Yes,High
B.Tech,Electronics,6.63,Support Engineer,Python,No,0,Yes,Low
M.Sc,Business Analytics,8.46,Business Analyst,C++,Yes,3,No,Medium
M.Tech,Finance,7.33,Business Analyst,Python,No,2,No,Medium
B.Sc,Business Analytics,6.17,Business Analyst,C++,No,1,Yes,Low
BCA,IT,6.4,Support Engineer,Java,No,1,No,Low
MCA,Cyber Security,8.65,Cyber Security Analyst,Python,Yes,5,Yes,High
B.Tech,Information Security,6.84,Support Engineer,Python,No,1,Yes,Low
B.Sc,Software Engineering,9.09,Software Developer,Java,Yes,4,No,High
M.Tech,Data Science,6.71,Business Analyst,Python,No,0,Yes,Low
M.Tech,Cyber Security,7.24,Cyber Security Analyst,Python,No,3,Yes,Medium
B.Tech,Data Science,6.25,Business Analyst,Python,No,1,Yes,Low
MBA,Information Security,6.59,Support Engineer,Python,No,0,No,Low
B.Sc,Electronics,8.91,Support Engineer,Python,Yes,3,No,High
BBA,AI,6.87,Data Scientist,Python,No,1,Yes,Low
BCA,Cyber Security,7.76,Cyber Security Analyst,Python,Yes,3,Yes,Medium
MBA,Finance,9.06,Business Analyst,Java,Yes,4,Yes,High
BBA,CSE,6.85,DevOps Engineer,C++,No,0,No,Low
B.Tech,AI,7.38,Data Scientist,Python,No,2,Yes,Medium
BBA,Electronics,6.6,Support Engineer,C++,No,1,No,Low
BCA,Business Analytics,7.18,Business Analyst,Python,No,3,Yes,Medium
M.Sc,IT,6.34,Support Engineer,Python,No,1,Yes,Low
